Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
2006,7,25,7,-1.64056109923425,-0.2592545467794282,-1.135943119298684,0.4307189408028486,1.5854883468216416,-1.388322033013792,-1.4199722206112178,-1.321987050960517,-1.0290373452636863,4,1.0299413708813547
1997,5,3,1,1.6673700805293117,-1.3584915192682507,-0.2487611633303834,0.1602568830690233,-0.6257484143011676,0.582278251684411,-0.3047386172878236,-0.7915023144987021,0.7709245002173752,4,0.3538302967122785
1993,8,13,8,0.3356508842469602,-0.1314371608659788,-0.11952599651610321,2.0534912872058,-0.6257484143011676,-1.645373583527051,-0.9665635093590704,-0.5995803908017489,-0.4942481312005371,1,1.2747897701731388
2003,9,11,0,-0.04720748325006163,0.8206650931119203,-0.44203177316074815,0.26042801556303274,1.2695973809469547,0.08164342052011457,-0.3778913165157194,-0.1338823654245677,0.6149443127822899,1,1.0923371300931422
1999,7,10,6,-0.2687246252642837,-1.594013904294307,0.5708925072755007,1.4434490903172834,1.2695973809469547,-0.31239967487745607,0.5517000595217881,-1.4379761627410717,-1.4152739998648491,1,0.5320072692040111
1990,5,3,6,-0.0009854024360702904,-0.17752545921750926,-1.1452573655555691,0.8814890370258909,0.006033517448206489,0.2601941981221389,-1.5504048635741643,-0.7807045293179299,0.5713688953401076,1,2.053927523799541
2018,2,8,0,0.48739884767402564,1.2762808425299077,-1.0754005186289313,1.4023789259947397,1.5854883468216416,-0.09767697250260797,0.220442553584146,0.395905739735262,1.1507238772418524,1,-0.3683468683653838
2017,7,10,1,0.585075697696045,1.0791198228163925,-0.4117604728258715,-0.871505781619273,1.5854883468216416,1.1079255840214053,-0.3516667639623228,-0.9834242381956556,0.6748605117652913,0,-0.24662320182717332
1997,2,11,5,0.19262406814328914,0.028145125016436706,1.665316442459494,0.5148626920978165,0.006033517448206489,-0.9777322060712061,1.6296671934271973,-1.628853139485047,-1.7193115715637135,2,1.569520957994672
2015,8,23,3,0.3452441463026942,-0.6528809137785111,0.9469551998972345,1.7499727557489522,-0.30985744842648055,-0.2862327505737111,0.31912968556140175,-0.8782329115958735,0.8887761973905505,3,2.733275544052388
2000,1,7,5,1.2941049750880238,0.037673352734933815,0.0679232094037083,0.8574479652273287,-0.9416393801758546,1.520054641805388,-0.7767805632489632,-0.24847821460115144,0.4287584382566014,3,-0.7928699316204962
2016,6,32,6,-0.10825551451382358,-0.4610989326596623,1.6222380535214005,1.7950497653712563,1.2695973809469547,-0.997742207009364,0.8864081644796133,1.710797322232538,-0.9200988016582299,2,2.5879028460514055
1996,0,12,1,0.5536795673318246,-1.1735917260973128,1.536081275645214,-0.6571395580820929,1.5854883468216416,-0.542514685666272,-0.4593254533920563,1.2538071881301733,-1.4365665333877338,1,-0.6985153689099881
2010,1,29,1,0.48914307713870486,0.8486534856148845,-0.766866111369614,0.5809756395438626,-0.6257484143011676,-0.591385264880619,0.30049645085240945,1.0427279036286239,-0.2466605320972274,1,1.3258562180917295
2002,5,14,8,0.4341998490013188,-1.7196448911484927,0.15873711040833743,0.38864706515536485,0.006033517448206489,-0.7807106583724207,-0.5759557002742678,0.786367584498029,0.3881540720036583,4,-0.8602660478422878
1996,9,24,6,1.0891580129882514,0.07720245390867234,1.317196488608415,1.0467714056410065,-1.2575303460505416,1.2837827076509851,0.2866940547716744,-0.7716483223921208,1.5597385909605204,2,1.9762649741031044
2021,3,21,4,-1.378926679532413,0.6367218495294099,-0.8867870319270091,-0.7613175358758627,-0.30985744842648055,-0.864213931518195,1.2121447119849615,1.2360430899295478,1.1720164107647366,2,-0.5828790935143912
2011,2,27,2,0.04436456364558146,-0.22156400845097987,-0.38847485718365904,-0.16029074091180648,0.32192448332289353,0.9216786522123971,0.016167091589267053,0.612558074652694,-0.48880120402026433,3,0.627207302906549
1999,0,11,4,0.2946614918270058,-1.2859428232108552,-0.9263725785187705,2.293902005191423,-0.6257484143011676,-0.8434343151593388,-1.6125156459374719,1.7121905848365084,0.011820921366627844,3,1.03119749921237
1997,1,29,9,1.4327712175299978,0.9353268165040027,-0.24293975941983015,1.0918484152633106,-0.30985744842648055,0.6592397937542491,1.6434695895079325,-1.313975790987686,1.4636746025084355,1,1.3779130748866975
1995,3,21,3,0.11151739803571964,0.5136126752265343,0.5068570642594163,2.101573430802925,1.5854883468216416,-0.7745537350068338,-0.22399460021552328,1.1210989251019714,1.0303963040776436,2,0.37424238209127997
2018,3,18,4,1.4598067742325207,-1.2453950588390503,-0.4490174578534118,0.09013709032321691,-1.5734213119252287,0.8458715332736066,0.6641895875797786,1.2297734082116802,-1.2112618182037223,1,0.6151774585056701
2002,3,18,6,-1.1617701111798882,-1.3288260593050556,-1.6226124862209277,-1.532635256079735,1.5854883468216416,-1.5307008858429927,0.5661925754065595,1.0782561000298752,-0.6819195313208458,2,-1.0219925704605293
2024,3,15,0,-0.8940308883516747,1.3484692796514022,1.5849810684938603,0.37963166323090414,1.5854883468216416,-0.5455931473490655,1.01684080744256,-0.64695131933675,0.01033539577200793,2,-0.03953112140802689
2004,4,2,5,-1.3728218764060367,1.591060193454283,0.35899340493136583,-0.6481241561576322,0.6378154491975806,-0.80957123664861,-0.8161173920790581,1.1120427181761627,0.6025649328271244,1,0.24621391758393413
1999,4,24,8,-0.8530414959317203,-1.0684333849798717,0.6989633933076702,-1.7029261813195506,-0.9416393801758546,-0.7060579625646779,-0.64565780048198,-0.5208610536774084,0.2594085204699375,3,-1.2892580291981282
2015,2,8,7,-0.04807959798240107,-1.0032016721378536,0.9632551308467835,2.011419411558317,-1.2575303460505416,0.785841530459133,-1.6028539686809573,0.9768962455910118,-0.7477778326823264,2,2.191690982872257
2008,2,8,4,-0.83734343074961,1.4516648307042763,0.5790424727502751,-1.7660339947907768,0.006033517448206489,1.0182653875100436,0.1845563237742348,-1.207739517434926,-1.2617696884207972,1,-1.1308650779198892
2005,2,27,3,1.5635884273809164,0.37103709566305293,-0.09507610009178007,-0.9616598008638815,0.006033517448206489,1.6070211843443052,-0.8340605069840138,0.6041984990288699,-1.3301038657733106,0,-1.19971057298516
1998,0,16,6,-1.316134418803972,0.28197860216382875,0.24605816906663477,-0.008030619520912118,0.9537064150722676,-1.678851854327431,-1.063180281924216,1.072683049613992,1.2170773538015396,0,0.03327600916275427
2020,1,33,7,0.2205317395781518,0.1632919168671916,-0.18123287796796678,-0.5509581576384431,-0.9416393801758546,-1.2043839474668792,0.9795743380245752,0.6142996529076571,-1.1171785305444641,4,-0.5642545753756809
2019,8,30,8,-0.3236678534016696,1.2949025026994347,-1.3117495173973892,0.6410783190402682,1.2695973809469547,0.17168842474182522,-0.051464649206334846,1.0176491767571527,-1.384077962377832,3,0.8318595956058384
1994,8,13,3,0.3993152597077406,0.9408673504837285,0.23907248437397113,0.7853247498316418,0.6378154491975806,0.1882351562868404,-1.14944525742881,1.3133691644499177,0.047968710835711255,1,1.8465214112976411
2019,0,16,5,-1.1260134071539702,-0.9589022457439028,1.2135754990005694,-0.22440026570797253,0.006033517448206489,-1.4179522267106799,-1.1066578295785316,0.7104347725816303,0.8570849847053268,3,-0.36037528472624725
1991,2,11,3,1.205149272389399,-1.298999103956801,-1.2698354092414066,0.1702739963184245,-0.30985744842648055,1.6589702252414456,1.0085593697941189,1.7330895238960682,-1.0022978845605288,2,0.9497665645228864
2024,9,24,9,-0.26698039579960486,0.044617654292482385,0.44864302515388477,-0.3686466964993459,0.9537064150722676,-0.7172173861648043,1.2556222596392768,-0.9583455113241843,-0.6299261355091509,4,0.6080513458585629
1998,2,24,5,1.18770697774261,0.44571007717007466,-0.15794726232575404,-0.31054743965282067,-0.9416393801758546,-0.5294312235143994,-0.5966592943953705,1.561021592305696,-0.472460422479446,1,0.215535398730287
2022,4,24,0,-0.763213678500756,1.375687463394853,0.9911978696174388,-1.3693563101144997,1.5854883468216416,-0.5490564167422083,0.9650818221398033,0.9748063516850558,0.5832531000970669,3,-1.3426917958944016
2015,0,12,5,-0.9411250838980053,-0.8832975600923084,0.3508434394565918,-1.3873871139634213,-0.9416393801758546,-1.4202610729727752,0.7463138442601527,0.9539074126254966,-0.3318306661887659,3,-0.7800912414838197
2007,2,27,6,-0.4335543096764412,1.6166385779032861,1.6047738417897413,-0.6571395580820929,-1.2575303460505416,0.9901744246545531,0.01685721139330367,1.4690662604436349,1.256196194459862,2,-0.47683287479981595
2002,4,24,7,-0.5547782574716257,-0.8255194804068722,0.6442421965484707,0.0009847824035486205,-0.9416393801758546,1.602788299530464,1.1465833306014697,0.23324233072169162,-0.518016540714455,0,-0.176738985257409
2007,6,32,8,1.0647388004827465,-1.0281340750466197,-1.1289574346060203,0.36059914805704224,0.32192448332289353,1.3168761707410155,0.220442553584146,1.2795825463036297,-1.5737300632909677,4,-0.8824415441475224
1992,3,21,7,-0.4527408337879092,0.41446693152206937,-0.10206178478444392,0.8915061502752917,0.32192448332289353,-0.11576293488901987,0.7124979738623516,0.9441545743977022,0.25198089249683797,0,1.5293248514021776
2016,6,5,3,-1.52805829876246,0.8562065005468873,0.005052047169734125,-0.29652348110365934,0.6378154491975806,-1.0335293240718386,-1.6180366043697658,1.1562788058522298,-0.07879613990518342,3,0.12304087220224422
2013,6,20,3,-0.4614619811113039,-0.49869008921268965,-1.6086411168356003,0.6410783190402682,-0.30985744842648055,-0.37089044685053313,0.40953537989021666,-0.5532544092197254,0.21731862862237517,0,0.02914527945883793
2013,3,21,3,1.5121336581728881,0.6837791201912962,-0.9787652137137489,1.672840983728565,0.006033517448206489,0.3179153546745174,0.5068422722593987,1.553010332332865,1.6176740891506942,1,2.5113756431156937
2016,0,12,1,0.43943253739535576,-1.2923405250035878,1.5046456945282272,-0.9726786254382226,0.9537064150722676,0.3256115088815013,1.0299530837192585,0.5428949444541628,-1.7044563156175148,4,-0.2388690250145585
2008,5,4,6,-0.343726492245477,0.8602314624514417,1.0668761204546298,1.5606493153352743,0.9537064150722676,0.128589961182716,-0.4565649741759094,-0.03670229879761671,1.3250255470105823,1,0.18082277542895567
1992,5,4,1,-1.5629428880560385,-0.76425061585977,1.5442312411199886,0.20833902666614784,1.5854883468216416,-1.620361082354354,-0.6939661867645527,0.810749680067515,0.4005334519588238,0,0.3553038318698159
1998,6,20,7,0.13680872527356383,-1.14533003371194,-0.8425443622068052,0.9816601695199003,1.5854883468216416,-0.5675271868389693,0.2949754924201155,-1.533762966764052,1.6270824179166206,2,0.8763313697865973
2023,9,11,3,1.3411991706343547,0.02305180902610595,1.633880861342507,1.010709797943163,1.2695973809469547,0.5795845977119669,-1.3219752084379985,-0.0043089432552997214,-1.6331510870757617,0,-0.3968996315819278
2014,3,18,1,0.7167650222793032,-1.6670843546726635,1.0284548546449785,-0.43175450997057196,0.006033517448206489,-0.105757934419941,0.7166386926865723,1.012424441992263,1.3369097517675415,2,-0.6932734487594044
1999,1,29,0,-1.213224880387916,-1.62211410129462,0.05744468236471264,-0.6751703619310147,-0.6257484143011676,-1.4556633823249003,-1.0141817758376064,-0.08929796209750793,-0.7185624959881357,2,-0.40731100294092143
2021,9,11,4,0.7028111865618718,0.1602731954387762,1.250832484028109,-1.4955719370569514,1.5854883468216416,-0.4136041026992932,-1.3951279076658947,-1.0287052728247008,-0.22338729778151636,2,-0.7295562324745051
2003,5,4,3,1.1031118487056828,0.3943793901650817,-1.4794059500213204,1.632772530730961,0.32192448332289353,0.9174457673985561,1.0768812303937576,1.030536855843881,-0.4818687512453716,2,1.6703011002446055
2012,5,19,1,-1.0501394254404375,0.6336410144913561,-1.4596131767254394,0.20032533606662709,0.006033517448206489,0.4753017082073361,-1.3620021570721303,0.7264572925272923,1.477539508058221,3,0.1595410627438668
2011,9,31,2,0.04523667837792089,0.8769524461660402,0.7082776395645551,1.569664717259735,-1.5734213119252287,1.5239027189088796,1.5226986238015008,-0.49508569550395204,-0.8071988564671205,1,2.3029791217374163
2002,6,20,2,-0.4597177516466249,0.8677596319395892,0.9341481112940176,-1.1890482716252828,-0.9416393801758546,-1.361385493289349,0.8753662476150255,-1.5375944389249712,1.613217512366835,4,-0.937542096513797
1991,4,2,9,-0.31756305027529336,1.0278388266991103,-0.6271524175163384,2.554346949675847,0.32192448332289353,-1.0558481712720917,0.9098722378168631,0.15591625620132205,1.471597405679742,4,0.584474783337965
2000,7,10,5,-0.7832723173445636,-0.2578507792016055,-0.5596241321539218,0.19030822281722637,-1.5734213119252287,1.1548721246840066,-0.03766225312559982,-1.565111375353391,-1.240972330096119,2,0.7063433877605235
2019,9,11,8,0.8179303312306803,-0.33421325089078535,1.3730819661497256,0.38864706515536485,-1.5734213119252287,-1.511075692615184,-1.1011368711462375,-0.01615167538905014,0.8016253625061859,2,-0.3038011972024353
2008,1,29,1,0.49699210972975993,1.2762932652518357,-1.1988142815326583,-0.27047898665521686,0.32192448332289353,-0.4813302597207506,-0.7691892454045588,1.415077334539773,-0.9339637072080152,0,0.09001919088497229
1996,7,25,9,0.6766477445916881,-0.5244672372125349,0.39974323230523806,0.4517548786265905,1.2695973809469547,-1.6969378167138427,0.9982075727335677,0.968884985618181,1.1527045780346792,1,1.2733887039577756
2014,8,1,5,1.2147425344451335,-0.25599979363438763,-0.823915869693035,-0.43075279864563176,0.32192448332289353,-0.8876872018494957,1.2935788488612985,-0.62465911767322,0.5233369011140656,2,-0.03991762243295493
2006,2,8,3,1.0019465397543057,0.060332397530942376,-0.03802634176835913,-0.26046187340581595,0.006033517448206489,-0.2038839005589844,-1.6725560688886696,0.6815245735492399,-1.1498600936261012,1,0.5720101252840423
2009,4,2,5,0.5344930432203566,-1.2114437598108205,-0.003097918305040118,-1.4234487216612646,-0.9416393801758546,1.2241375125468608,0.0913901502292732,-0.7949854710086287,0.3931058239857249,2,-1.2605844844112943
2012,2,11,0,-1.4042180067702574,-0.38309666167603423,-0.5887311517066877,-1.172019179101301,-0.9416393801758546,-0.9030795102634632,0.8891686436957608,0.05769124262139307,-0.4011551939376929,3,-0.5237927493285481
1999,1,29,8,-0.3044813292902015,0.38246599983647833,-0.26389681349782146,0.07010286382441502,1.5854883468216416,0.4791497853108283,-0.6553194777384944,0.9246488979421135,-0.05106632880561297,2,0.5554630501543193
2011,7,9,6,-1.5420121344798914,-1.273582214892857,-1.5387842699089624,-1.2922245380941124,0.6378154491975806,1.018650195220393,-1.5000261178794811,-0.7476145424736275,-1.1830368319059448,0,-1.3058775732700252
2015,5,14,3,0.2859403445036111,-1.033041050208036,-0.6003739595277939,-0.05010249516839631,0.6378154491975806,-0.7937941205242933,1.5710070100840732,-0.7507493833325614,-1.3216858874037982,0,0.7889821381529066
2023,3,21,9,-1.5568380849296624,-1.1194038130489632,-1.3059281134868361,0.24039378906423087,1.5854883468216416,0.4556765149795277,-0.5297176734038052,-1.3425376743690838,0.004393293393528272,4,0.9742369106636304
2013,0,16,3,0.7167650222793032,-0.7673190281758963,1.5349169948631032,-0.720247371553319,0.6378154491975806,0.6896396028718353,0.7884111523063946,-0.7152211869313104,0.34111242817403004,3,-0.505168231189838
2020,5,4,1,0.13157603687952718,1.5439283864608309,0.8212128754292866,1.1279100229611538,0.6378154491975806,1.3930680973901552,-0.24814879335680978,1.0723347339629998,-0.8468128723236503,4,1.3604480598227706
2002,5,14,8,0.03302707212516844,0.9155249977513504,-1.2977781480120618,1.7129094367261686,0.9537064150722676,-1.442579920173028,0.3646775926278275,1.4972798281740396,1.7290885087471835,3,2.4557678081542016
2024,2,27,5,-1.4085785804319544,-0.8640796092702552,-0.347725029809787,-1.6828919548207488,-1.2575303460505416,-0.925013549753367,-0.5697446220379371,0.7142662447425495,0.6649570078011587,4,-1.2746676155071024
1991,2,8,2,-0.3803553110037342,0.6823380844476901,-1.4118776646589035,-0.11020517466480198,-0.30985744842648055,-1.1158781740865655,-0.5476607883087609,0.3004672513632742,0.4505461469776926,4,0.34911981547097065
2019,1,7,9,0.08535395606553585,-0.4836337502363946,1.2927465921840922,-0.6210779503842495,-0.6257484143011676,0.8185501858388139,1.0437554797999933,-1.4978864547118085,-1.0052689357497684,1,0.060161986709296886
2024,0,17,1,-1.0858961294663552,0.41349795921171373,0.6360922310736963,-1.414433319736804,-0.30985744842648055,0.14398226959668356,1.5875698853809554,-1.6048193595665539,0.4243018614727417,4,-1.0800160368278207
2016,2,11,6,1.4938192487937596,-0.6318492455550229,0.8479913334178312,-0.83744759657131,-1.2575303460505416,0.41488689768251347,-1.2364003527374412,-0.09626427511736091,-0.39273721556818025,4,-0.7419242652721958
2017,4,24,5,-1.237644092893421,1.2508763761878918,0.4044003554336805,-1.4324641235857254,-1.2575303460505416,0.9047471129570328,0.33638268066232063,0.31857966521489217,-1.362290253656741,4,-1.3474747460778835
2005,4,24,2,-1.6562591644163602,-0.6961119860866852,-0.6585879986333254,-1.2521560850965086,0.006033517448206489,1.6135629154202413,-1.2301892745011105,1.6477521894028673,1.5552820141766606,0,-0.7700422148356959
1993,9,31,5,0.24495095208365672,-1.5161979741395932,0.39508610917679565,1.7229265499755695,0.006033517448206489,1.3776757889761875,-1.4627596484614962,1.7386625743119504,-1.3385218441428233,0,0.8107711334332134
2022,4,24,9,-1.3588680406886053,1.6840939579703513,0.185515568396882,-0.6841857638554756,-1.5734213119252287,0.9936376940476953,1.3487884331842386,1.4704595230476054,-0.03670624805762105,1,-0.9772550768251324
2010,2,8,8,-1.3222392219303483,0.06318962357429866,-0.16260438545419667,-0.020051155420193253,1.5854883468216416,0.8385601867769722,-0.6221937271447303,1.4826505708323485,1.0071230697619324,4,0.6103703520081301
2012,8,23,9,1.4327712175299978,-0.9290752903956482,-0.15678298154364342,0.7813179045318814,0.6378154491975806,1.374597327293394,-0.1846577713854283,0.7090415099776595,1.671648185755216,0,0.622400196409009
1997,0,12,6,-0.10912762924616302,-0.6805711609552123,-1.687812210019123,0.831403470778886,-1.5734213119252287,0.17399727100392046,-0.38065179573186636,-0.9569522487202137,0.8447056047501613,0,1.03996624121542
2009,8,1,4,-0.17802469310098024,1.3686065118961006,-1.3792778027598058,2.073525513704602,-1.2575303460505416,0.45913978437267056,-0.012817940180276722,-0.5229509475833644,-0.009471612156257126,3,1.3136814358065028
2016,7,25,0,0.04436456364558146,0.642274806231063,0.6663635314085725,1.245110247979145,-1.2575303460505416,0.938225383757412,0.8498318148656657,-1.149919119370145,-0.10999217739220056,4,1.5385525633723294
2011,1,33,6,-1.192294126811769,-1.0106180371286526,-1.1766929466725562,0.12018843007141954,1.2695973809469547,-0.1450083208755585,-0.7346832552027212,1.4297065918814644,-1.6083923271654308,3,0.756878396769838
2004,7,10,2,1.4859702162027046,0.2794692123344462,-0.44319605394285877,1.1820024345079188,-1.2575303460505416,-0.6764277688677901,-0.5656039032137163,-0.7030301391465675,-1.453402490126759,4,0.054895910244654955
1998,6,20,6,-0.2704688547289626,-0.12890292559274077,-1.5946697474502727,2.554346949675847,-1.5734213119252287,1.6331881086480498,-1.1508254970368839,0.23533222462764739,1.2012317474589274,3,1.1834305904058215
2009,8,13,9,-1.5036390862569553,0.8303672389374042,-0.29649667539691926,-0.43075279864563176,0.9537064150722676,1.4684904086185964,-1.1259811840915606,1.2412678246944377,-0.8007615788904348,3,0.043614911579573826
1990,3,21,2,0.005119400690305936,-1.0831915786299036,-1.189500035275773,1.0317457357669049,0.9537064150722676,-1.590346080947117,-1.3219752084379985,-1.4118524889166224,-0.9943750813892227,0,1.1723911548813204
2020,6,32,7,0.3051268686150791,-1.6171201670797102,0.6128066154314837,0.8033555536805633,1.2695973809469547,0.8208590321009092,1.6041327606778377,0.8323452504290599,-0.46404244410993334,2,1.3395528481626093
1992,3,18,9,1.2574761563297667,-0.7330447383775478,0.3601576857134766,-0.999724831211605,-0.9416393801758546,-1.470670883028519,0.7200892917067558,1.507032666401834,-0.03274484647196818,2,-0.9250049695177004
2009,5,4,5,0.48652673294168636,0.23052368793955924,-0.3360822219886807,-0.3506158926504244,0.9537064150722676,0.3906440119305147,0.1307269790593682,-1.418470486285483,-1.4836081772173628,2,0.6131966407529148
2003,3,15,8,-0.5669878637243781,-0.21157614002116037,-1.6750051214159063,-1.0117453671108863,0.006033517448206489,0.42681593670333845,0.29842609144029936,1.6275498816452934,-1.7148549947798541,2,-0.4475554221615323
1995,7,9,4,0.2719865087861798,-0.5293617896520236,-0.02987637629358468,1.1118826417621124,-0.9416393801758546,-0.1792562070966362,1.4612779612422295,0.8901656484938406,-0.2937021759268564,0,1.1556508292391334
2017,0,11,1,-1.375438220603055,0.7029473801256387,-0.3698463646698889,-0.9215913478662776,1.2695973809469547,-1.5611006949605786,-0.3882431135762709,1.5746059026944097,0.08362132510658779,3,-1.0528160271985243
1995,0,12,2,0.07052800561576524,-0.8643404864307356,-1.6109696783998215,1.4825158319899472,-0.9416393801758546,1.3145673244789202,0.851212054473739,0.5672770400236488,-1.4776660748388832,1,-0.029216375305265302
2018,7,25,6,-0.9306597071099318,-1.3872998114184394,0.18085844526843958,-0.19735405993458988,0.32192448332289353,0.788535184431577,0.9906162548891635,-0.1405003627934283,0.635741671106968,0,-0.6685856957921388
2002,5,3,4,-0.05680074530579561,0.2525243284734031,-1.4409846842116694,1.1319168682609144,0.32192448332289353,-0.30431871296012303,0.37502938968837896,0.4415350900152998,0.23365941016319353,2,-0.7258120037955166
2014,1,22,5,-0.4850090788844692,1.1171457746368874,1.1355686865991568,-0.3325850888015027,0.9537064150722676,-0.21427370873841267,0.4336895730315029,-0.6817828844360155,0.8382683271734754,4,-0.677644313563885
2012,4,8,9,-0.9262991334482347,-1.701321376305229,-0.7389233725989589,-0.6661549600065538,-0.6257484143011676,1.0275007725584244,1.0906836264744926,-1.0182558032949212,-1.3771455096029395,3,0.17384160066619667
2019,1,7,5,-0.9341481660392897,1.1204005277819278,1.224054026039565,-1.2521560850965086,-0.9416393801758546,1.3576657880380296,0.39021202537718747,-0.4442316104590242,-1.680687906103597,1,-0.9048827599073949
2008,3,21,9,-0.8260059392291971,-0.717193345197884,-1.5457699546016261,-1.6328063885737443,1.5854883468216416,1.6785954184692544,0.17213416730157327,-0.17150045573177472,-0.36352187887398957,4,-1.2650775588260805
1993,7,26,4,1.5295759528196775,-0.9411998669970212,-0.9287011400829919,0.6210440925414663,1.2695973809469547,1.6462715707999223,-0.44897365633150516,1.5411676001991146,0.9110590813098485,3,-0.8673196915472209
2022,3,15,4,-1.3736939911383763,0.5982859478853032,-0.46066026567451823,0.6410783190402682,-0.6257484143011676,-0.0022446603360088985,-0.7450350522632725,0.17124214484499883,-1.5103476379205203,2,1.5697866774493103
1997,9,24,1,1.6420787532914676,0.4394987162062565,0.5930138421356028,0.614032113266886,1.2695973809469547,-0.21081043934526983,0.3432838787026882,-1.701651110542512,-0.7388646791146073,1,-0.07661106348704126
2011,2,24,4,-0.17017566050992514,-0.4147249117037962,-1.1790215082367774,1.7629950029731731,1.5854883468216416,1.6401146474343353,-1.7174138561510586,0.07824186602995964,-1.0032882349569419,4,-0.6528116227122716
1994,4,2,3,0.39059411238434594,-0.36897202684431163,-1.4107133838767931,-0.18032496741060838,0.32192448332289353,-0.11845658886146421,1.2825369319967102,-0.471748546887444,-1.0830114418682075,3,-0.5511860094703086
2022,5,4,5,1.6037057050685317,-1.020096573959439,-1.6971264562760082,0.4908216202992543,-1.5734213119252287,-0.63371411301903,0.4909695167665536,-1.1603685888999247,-0.21001756742993782,0,0.9792372676736341
2000,7,25,5,1.1693925683634814,-0.37221435726742486,0.031830505158278684,1.2270794441302229,-1.2575303460505416,-1.3028947213162718,-0.768499125600522,0.46069245081989596,0.32625717222783085,2,-0.16521642345174792
2016,1,22,5,0.7778130535430651,0.0799975663423905,0.9178481803444688,-0.8554784004202316,1.5854883468216416,1.2945573235407624,1.2473408219908357,0.679434679643284,-0.292711825530443,3,-0.06690022523572942
2012,9,6,8,-1.6580033938810395,-1.1343980384156203,1.4475959362048059,-1.0357864389094484,-0.9416393801758546,0.5303292107872706,-0.6891353481362954,-1.4108075419636443,0.7476512659016642,2,-0.9806611171073087
2008,1,29,2,0.8938043129442128,0.11587438726940417,0.5743853496218327,-0.6300933523087104,-0.6257484143011676,-0.2535240951940302,-1.5856009735800385,0.49238917506022756,-0.9656549198932389,0,-0.1502636650498521
2010,5,19,7,-1.1190364892952547,-1.6835071930609986,0.4311788134222251,-1.3062484966432737,-0.30985744842648055,1.6404994551446843,-0.6304751647931713,0.171938776146984,1.6929407192781007,4,-1.2286981498547478
1990,7,10,8,-0.9777539026562626,-1.5818023686394407,-1.0102007948307359,-1.1259404581540566,-1.5734213119252287,-0.30547313609117066,-0.19086884962175907,-1.6939881662206735,0.48619876124856914,2,-1.2296160897889514
2000,9,24,8,0.7298467432643949,-0.4031966257549498,0.20414406091065213,-0.7653243811756231,0.6378154491975806,0.3540872794473415,1.6910878559864684,-0.7155695025823031,-0.60516737559882,0,-0.8331143508411072
1993,0,11,3,-0.30360921455786205,-0.8229852451336345,0.11449444068813358,0.6320629171158075,0.006033517448206489,1.1679555868358786,-0.9223958419007182,-1.0952335621642981,-1.6168103055349434,1,0.07021101335742055
